fullpolicy_nb,customerid,year,policyeffective_dt,accounting_month,insureditem_tp,policyratedstate_tp,ratedcounty_tp,zip,hazard_score,integratedcoverage_tp,propertycoveragesubtype_tp,construction_tp,roof_tp,dwellingsquarefeet_ct,dwellingstory_ct,home_age_yr,has_mortgage,ratedinsuredage_ct,meritpoint_ct,creditmodel_cd,agent_channel,directwrittenpremium_am,earnedpremium_am,tax_am,commission_expense_am,admin_expense_am,ppcvrglimit_am,grosslosspaio_am,claimcount_ct,earnedexposure_ct,writenexposure_ct,policyterm_ct,seasonal_in,multiproductdiscount_flag,delequencyflag,discountrate,new_existing_recurring_flag,netloss_paid_am,policy_renewed_flag,customertenure,incomebracket,coverageamount,deductible,customersatisfaction,complaintcount,paymentmethod,paymentdelaydays,marketingchannel,agentexperienceyears,propertyvalue,householdincome,creditscore,tenure_months,recency,frequency,monetary,average_order_value,claim_rate,complaint_rate,renewal_ratio,premium_efficiency,monetary_per_tenure,engagement_score,tenure_band,expected_claims,service_expense_am,discount_rate,projection_years,retention_probability,annual_profit,pnc_clv,clv_formula_value,profit,clv,high_value_flag
500348,CUST000348,2021,2021-12-22,2021-12-31,Condo,FL,C,33601,46.13,N,Standard,Frame,Metal,1846,2,15,1,57,0,C,Direct,2370.13,2309.88,201.46,71.1,178.66,363707,0.0,0,0.952,1.0,12,0,0,0,0.0625,New,0.0,1,1,Middle,363707,1000,4,0,Credit Card,1,Email Campaign,4,409588,50318,671,1,1,12,2370.13,197.51083333333335,0.0,0.0,0.08333333333333333,1.0,2370.13,1.7315281792791266,new,0.0,118.51,0.1,5,0.8119459057640828,1979.0600000000002,4356.11263382491,4356.11263382491,1979.0600000000002,4356.11263382491,0
500349,CUST000349,2021,2021-05-11,2021-10-31,Condo,FL,A,33601,62.46,Y,Standard,Mixed,Tile,1395,1,38,0,48,0,B,Independent,1963.65,1935.1,166.91,235.64,160.36,291260,0.0,0,0.962,1.0,12,0,1,0,0.0865,New,0.0,1,1,High,291260,1000,4,0,Credit Card,1,Social Media,11,319191,156023,721,1,1,12,1963.65,163.63750000000002,0.0,0.0,0.08333333333333333,1.0,1963.65,1.7315281792791266,new,0.0,98.18,0.1,5,0.7963641413251368,1462.9199999999998,3073.8014351644692,3073.8014351644692,1462.9199999999998,3073.8014351644692,0
500350,CUST000350,2021,2021-06-18,2022-02-28,Rental,TX,B,78701,32.64,N,Premium,Masonry,Shingle,1678,1,17,1,23,0,C,Independent,1205.14,1156.4,84.36,144.62,126.23,253884,4142.94,1,0.941,1.0,12,1,0,0,0.0696,New,3682.94,1,1,Upper Middle,253884,500,4,0,Credit Card,0,Online Search,10,266218,114569,651,1,0,12,1205.14,100.42833333333334,0.08333333333333333,0.0,0.08333333333333333,1.0,1205.14,2.1166737889558784,new,3682.94,60.26,0.1,5,0.6450497400462333,-2767.0400000000004,-3651.1895084595744,-3651.1895084595744,-2767.0400000000004,-3651.1895084595744,0
500351,CUST000351,2021,2021-01-20,2021-01-31,Home,WA,C,99201,36.28,N,Standard,Mixed,Metal,1909,2,54,1,55,0,C,Online,1726.09,1748.46,120.83,34.52,149.67,475989,0.0,0,0.513,0.5,6,0,1,0,0.1563,New,0.0,1,1,Upper Middle,475989,2000,4,0,Auto Debit,0,Online Search,1,546312,103371,646,1,0,6,1726.09,287.6816666666667,0.0,0.0,0.16666666666666666,1.0,1726.09,0.7577703687696461,new,0.0,86.3,0.1,5,0.795106206061902,1484.44,3107.3045176666556,3107.3045176666556,1484.44,3107.3045176666556,0
500352,CUST000352,2021,2021-03-09,2021-04-30,Condo,TX,D,77001,47.15,N,Premium,Mixed,Shingle,1614,1,49,1,41,0,B,Direct,785.32,725.38,54.97,23.56,107.34,166362,0.0,0,0.944,1.0,12,0,0,0,0.0686,New,0.0,0,1,Middle,166362,1000,4,0,Auto Debit,1,Aggregator,11,180934,83156,710,1,1,12,785.32,65.44333333333334,0.0,0.0,0.0,1.0,785.32,-0.03237344962583011,new,0.0,39.27,0.1,5,0.6835148371227243,667.5200000000001,994.0187920563087,994.0187920563087,667.5200000000001,994.0187920563087,0
500353,CUST000353,2021,2021-10-09,2022-02-28,Home,NY,C,10001,31.67,Y,Basic,Masonry,Shingle,1580,2,17,1,45,0,D,Online,2579.17,2236.79,180.54,51.58,188.06,559926,0.0,0,0.883,1.0,12,0,0,1,0.1034,New,0.0,1,1,Middle,559926,2000,4,0,Credit Card,7,Agent Referral,9,738029,76101,562,1,7,12,2579.17,214.93083333333334,0.0,0.0,0.08333333333333333,1.0,2579.17,-0.5793454787813836,new,0.0,128.96,0.1,5,0.8313633812227317,2218.09,5171.67382922488,5171.67382922488,2218.09,5171.67382922488,0
500354,CUST000354,2021,2021-08-03,2021-10-31,Home,NY,C,11201,39.31,Y,Premium,Frame,Metal,1936,3,27,1,45,0,D,Independent,5300.27,5132.25,371.02,636.03,310.51,1114913,80651.1,2,0.485,0.5,6,1,1,0,0.0815,New,78811.1,1,1,Middle,1114913,1000,2,5,Credit Card,3,Partner Referral,6,998823,70477,597,1,3,6,5300.27,883.3783333333334,0.3333333333333333,0.8333333333333334,0.16666666666666666,1.0,5300.27,-14.338991073948225,new,78811.1,265.01,0.1,5,0.6502125134573761,-74782.89,-100304.86418872184,-100304.86418872184,-74782.89,-100304.86418872184,0
500355,CUST000355,2021,2021-02-16,2021-09-30,Home,NY,D,12207,38.18,Y,Standard,Frame,Tile,2118,2,45,1,61,0,B,Independent,4041.41,3807.23,282.9,484.97,253.86,1027368,0.0,0,0.963,1.0,12,0,0,0,0.0454,New,0.0,1,1,Upper Middle,1027368,1500,4,0,Auto Debit,0,Aggregator,6,1056680,94317,686,1,0,12,4041.41,336.78416666666664,0.0,0.0,0.08333333333333333,1.0,4041.41,2.1166737889558784,new,0.0,202.07,0.1,5,0.8045941014459067,3071.47,6614.173286076054,6614.173286076054,3071.47,6614.173286076054,1
500356,CUST000356,2021,2021-07-03,2021-10-31,Home,WA,C,99201,8.93,Y,Standard,Masonry,Metal,1914,2,31,1,32,0,B,Online,1250.88,1275.52,87.56,25.02,128.29,517183,0.0,0,1.025,1.0,12,1,0,0,0.1064,New,0.0,1,1,Middle,517183,2000,5,0,Auto Debit,0,Online Search,5,514142,62661,690,1,0,12,1250.88,104.24000000000001,0.0,0.0,0.08333333333333333,1.0,1250.88,2.1166737889558784,new,0.0,62.54,0.1,5,0.9372959692254023,1075.7600000000002,3413.529049951127,3413.529049951127,1075.7600000000002,3413.529049951127,0
500357,CUST000357,2021,2021-06-04,2022-02-28,Condo,FL,C,32801,46.96,N,Basic,Masonry,Tile,1371,1,2,0,55,0,C,Independent,1348.76,1371.64,114.64,161.85,132.69,215007,0.0,0,1.009,1.0,12,1,1,0,0.1034,New,0.0,1,1,Upper Middle,215007,500,4,1,Credit Card,2,Social Media,5,303918,102210,672,1,2,12,1348.76,112.39666666666666,0.0,0.08333333333333333,0.08333333333333333,1.0,1348.76,-0.047749891766386554,new,0.0,67.44,0.1,5,0.7624239026058411,1004.8299999999999,1906.4082505216752,1906.4082505216752,1004.8299999999999,1906.4082505216752,0
500358,CUST000358,2021,2021-08-10,2021-11-30,Home,CA,A,92101,42.81,Y,Basic,Masonry,Tile,1842,1,14,1,53,1,C,Independent,3593.06,3595.98,251.51,431.17,233.69,686842,0.0,0,0.993,1.0,12,1,1,1,0.1026,New,0.0,0,1,Middle,686842,500,4,1,Debit Card,10,Agent Referral,12,850894,56340,625,1,10,12,3593.06,299.4216666666667,0.0,0.08333333333333333,0.0,1.0,3593.06,-4.892816398085357,new,0.0,179.65,0.1,5,0.7999205828886583,2730.73,5798.960576148096,5798.960576148096,2730.73,5798.960576148096,1
500359,CUST000359,2021,2021-12-05,2022-09-30,Rental,CA,A,90001,47.71,N,Standard,Masonry,Shingle,1836,1,37,1,39,0,B,Direct,3373.1,3023.67,236.12,101.19,223.79,626174,26459.43,1,0.894,1.0,12,0,1,0,0.109,New,25539.43,1,1,Middle,626174,1000,4,0,Credit Card,2,Online Search,1,726339,59357,694,1,2,12,3373.1,281.09166666666664,0.08333333333333333,0.0,0.08333333333333333,1.0,3373.1,1.3463825696023748,new,25539.43,168.66,0.1,5,0.6539476878637936,-22672.3,-30771.03396340083,-30771.03396340083,-22672.3,-30771.03396340083,0
500360,CUST000360,2021,2021-02-09,2021-02-28,Home,FL,C,33601,41.07,N,Premium,Masonry,Metal,2595,1,21,1,38,0,C,Direct,3610.64,3506.79,306.9,108.32,234.48,590312,0.0,0,0.967,1.0,12,0,1,0,0.1133,New,0.0,1,1,Middle,590312,1000,5,0,Credit Card,1,Social Media,3,643416,71623,625,1,1,12,3610.64,300.88666666666666,0.0,0.0,0.08333333333333333,1.0,3610.64,1.7315281792791266,new,0.0,180.53,0.1,5,0.8597167089673398,3014.8899999999994,7641.368807145177,7641.368807145177,3014.8899999999994,7641.368807145177,1
500361,CUST000361,2021,2021-06-19,2021-11-30,Home,TX,A,79901,44.46,Y,Premium,Frame,Shingle,1754,1,21,1,67,1,B,Independent,1504.96,1445.73,105.35,180.6,139.72,360228,0.0,0,0.952,1.0,12,1,1,0,0.1,New,0.0,1,1,Low,360228,1000,4,0,Bank Transfer,2,Social Media,9,312854,43082,702,1,2,12,1504.96,125.41333333333334,0.0,0.0,0.08333333333333333,1.0,1504.96,1.3463825696023748,new,0.0,75.25,0.1,5,0.7566053408770363,1143.7600000000002,2132.092742194779,2132.092742194779,1143.7600000000002,2132.092742194779,0
500362,CUST000362,2021,2021-07-11,2021-12-31,Rental,NY,D,14604,30.68,Y,Standard,Mixed,Metal,1248,1,32,1,38,0,C,Independent,2429.55,2571.5,170.07,291.55,181.33,589308,0.0,0,1.05,1.0,12,1,0,0,0.0412,New,0.0,1,1,Middle,589308,1000,5,0,Credit Card,2,Aggregator,6,600939,62770,674,1,2,12,2429.55,202.4625,0.0,0.0,0.08333333333333333,1.0,2429.55,1.3463825696023748,new,0.0,121.48,0.1,5,0.870345049555968,1846.45,4827.729055010678,4827.729055010678,1846.45,4827.729055010678,0
500363,CUST000363,2021,2021-09-07,2022-06-30,Condo,FL,D,33101,51.36,Y,Premium,Frame,Shingle,1486,1,0,1,44,0,A,Online,2167.16,2072.47,184.21,43.34,169.52,399185,0.0,0,0.954,1.0,12,1,1,0,0.1191,New,0.0,1,1,Upper Middle,399185,1000,4,0,Auto Debit,3,Online Search,4,356378,97788,735,1,3,12,2167.16,180.59666666666666,0.0,0.0,0.08333333333333333,1.0,2167.16,0.9612369599256232,new,0.0,108.36,0.1,5,0.8199318469356625,1831.25,4127.559814109359,4127.559814109359,1831.25,4127.559814109359,0
500364,CUST000364,2021,2021-08-17,2021-08-31,Home,TX,C,77001,18.79,N,Premium,Masonry,Metal,1997,2,23,1,37,0,C,Online,1211.69,1117.71,84.82,24.23,126.53,331226,0.0,0,0.921,1.0,12,1,0,0,0.0931,New,0.0,1,1,Low,331226,2000,5,0,Auto Debit,1,Email Campaign,9,330819,47571,663,1,1,12,1211.69,100.97416666666668,0.0,0.0,0.08333333333333333,1.0,1211.69,1.7315281792791266,new,0.0,60.58,0.1,5,0.8603204095073154,1042.0600000000002,2645.8226734161453,2645.8226734161453,1042.0600000000002,2645.8226734161453,0
500365,CUST000365,2021,2021-03-09,2021-06-30,Home,WA,A,98101,33.43,N,Premium,Mixed,Tile,1099,2,29,1,23,0,D,Independent,1519.96,1548.48,106.4,182.4,140.4,325712,0.0,0,1.048,1.0,12,0,0,1,0.0839,New,0.0,1,1,Middle,325712,2500,4,0,Credit Card,4,Partner Referral,8,342056,57494,613,1,4,12,1519.96,126.66333333333334,0.0,0.0,0.08333333333333333,1.0,1519.96,0.5760913502488715,new,0.0,76.0,0.1,5,0.7378550899223543,1155.1599999999999,2033.9783359707726,2033.9783359707726,1155.1599999999999,2033.9783359707726,0
500366,CUST000366,2021,2021-11-09,2022-03-31,Rental,WA,B,98501,39.32,Y,Premium,Frame,Shingle,1954,1,32,0,52,0,A,Independent,2446.8,2370.83,171.28,293.62,182.11,726311,0.0,0,0.964,1.0,12,0,1,0,0.1083,New,0.0,0,1,Upper Middle,726311,1000,4,0,Auto Debit,1,Online Search,7,659200,118593,742,1,1,12,2446.8,203.9,0.0,0.0,0.0,1.0,2446.8,-0.03237344962583011,new,0.0,122.34,0.1,5,0.7758860696496476,1859.5600000000002,3674.334598731025,3674.334598731025,1859.5600000000002,3674.334598731025,0
500367,CUST000367,2021,2021-04-24,2021-04-30,Home,CA,C,92101,51.98,N,Standard,Masonry,Shingle,1469,1,42,1,44,1,C,Online,2481.86,2443.97,173.73,49.64,183.68,428123,104183.02,2,1.003,1.0,12,0,1,0,0.103,New,102343.02,0,1,Upper Middle,428123,1000,4,0,Credit Card,0,Partner Referral,6,521717,108203,635,1,0,12,2481.86,206.8216666666667,0.16666666666666666,0.0,0.0,1.0,2481.86,0.3527721600509216,new,102343.02,124.09,0.1,5,0.35,-100208.62,-46611.516059877766,-46611.516059877766,-100208.62,-46611.516059877766,0
500368,CUST000368,2021,2021-12-06,2022-06-30,Home,NY,A,12207,37.36,N,Standard,Frame,Tile,1463,2,36,1,30,0,C,Independent,2353.96,2212.45,164.78,282.47,177.93,524255,0.0,0,0.949,1.0,12,0,0,0,0.0911,New,0.0,1,1,Low,524255,2000,5,0,Bank Transfer,3,Social Media,8,613509,47618,664,1,3,12,2353.96,196.16333333333333,0.0,0.0,0.08333333333333333,1.0,2353.96,0.9612369599256232,new,0.0,117.7,0.1,5,0.86640200562413,1789.0099999999998,4623.9459069919285,4623.9459069919285,1789.0099999999998,4623.9459069919285,0
500369,CUST000369,2021,2021-11-13,2021-12-31,Rental,WA,B,98101,28.03,N,Premium,Frame,Tile,1629,1,51,1,49,2,B,Direct,1467.82,1459.79,102.75,44.03,138.05,418942,0.0,0,0.98,1.0,12,0,0,0,0.0694,New,0.0,1,1,Low,418942,1500,4,0,Credit Card,1,Email Campaign,8,461155,46842,683,1,1,12,1467.82,122.31833333333333,0.0,0.0,0.08333333333333333,1.0,1467.82,1.7315281792791266,new,0.0,73.39,0.1,5,0.7668859939342814,1247.6499999999999,2399.2403434076455,2399.2403434076455,1247.6499999999999,2399.2403434076455,0
500370,CUST000370,2021,2021-02-03,2021-11-30,Rental,CA,A,95814,61.08,Y,Standard,Frame,Tile,1828,1,34,0,54,0,A,Independent,3272.73,3144.2,229.09,392.73,219.27,713067,0.0,0,0.973,1.0,12,0,1,0,0.1176,New,0.0,1,1,Upper Middle,713067,5000,5,1,Credit Card,1,Partner Referral,10,733223,104087,755,1,1,12,3272.73,272.7275,0.0,0.08333333333333333,0.08333333333333333,1.0,3272.73,0.33739571791036516,new,0.0,163.64,0.1,5,0.850837662906106,2487.27,6141.943830297958,6141.943830297958,2487.27,6141.943830297958,1
500371,CUST000371,2021,2021-05-09,2022-01-31,Rental,NY,C,12207,36.44,N,Basic,Frame,Tile,1414,1,33,1,39,1,A,Broker,1813.41,1861.8,126.94,272.01,153.6,508471,61796.15,2,1.05,1.0,12,0,0,0,0.0408,New,59956.15,1,1,Upper Middle,508471,1000,3,0,Auto Debit,1,Agent Referral,5,687382,141969,733,1,1,12,1813.41,151.1175,0.16666666666666666,0.0,0.08333333333333333,1.0,1813.41,1.7315281792791266,new,59956.15,90.67,0.1,5,0.5242175353399441,-58632.36,-52069.31067821782,-52069.31067821782,-58632.36,-52069.31067821782,0
500372,CUST000372,2021,2021-06-21,2021-12-31,Home,CA,D,92101,33.52,N,Basic,Frame,Tile,1744,2,21,0,62,0,C,Direct,2426.78,2115.56,169.87,72.8,181.2,502684,0.0,0,0.885,1.0,12,1,1,1,0.115,New,0.0,1,1,Middle,502684,500,4,0,Auto Debit,3,Agent Referral,3,740034,52069,632,1,3,12,2426.78,202.23166666666668,0.0,0.0,0.08333333333333333,1.0,2426.78,0.9612369599256232,new,0.0,121.34,0.1,5,0.7918393727533997,2062.77,4275.876558972935,4275.876558972935,2062.77,4275.876558972935,0
500373,CUST000373,2021,2021-11-15,2022-01-31,Rental,WA,A,99201,47.79,Y,Standard,Frame,Shingle,2465,1,28,0,50,0,B,Independent,3167.38,2782.42,221.72,380.09,214.53,766992,0.0,0,0.913,1.0,12,0,1,0,0.0842,New,0.0,1,1,Upper Middle,766992,1000,4,0,Credit Card,0,Partner Referral,12,788889,102080,692,1,0,12,3167.38,263.9483333333333,0.0,0.0,0.08333333333333333,1.0,3167.38,2.1166737889558784,new,0.0,158.37,0.1,5,0.787024107375811,2407.2000000000003,4918.337777027832,4918.337777027832,2407.2000000000003,4918.337777027832,0
500374,CUST000374,2021,2021-03-13,2021-06-30,Home,CA,A,90001,64.56,N,Premium,Frame,Tile,2015,3,35,1,37,1,C,Broker,4404.66,3984.93,308.33,660.7,270.21,729004,56344.81,2,0.91,1.0,12,0,0,1,0.0881,New,47144.81,0,1,Low,729004,5000,3,1,Credit Card,2,Social Media,10,783324,43043,627,1,2,12,4404.66,367.055,0.16666666666666666,0.08333333333333333,0.0,1.0,4404.66,-1.8116515206713433,new,47144.81,220.23,0.1,5,0.35,-43929.409999999996,-20433.535555284114,-20433.535555284114,-43929.409999999996,-20433.535555284114,0
500375,CUST000375,2021,2021-11-12,2022-01-31,Condo,TX,A,77001,23.08,Y,Standard,Mixed,Tile,1646,1,0,0,48,0,C,Independent,850.01,832.66,59.5,102.0,110.25,213494,0.0,0,0.972,1.0,12,0,0,0,0.0569,New,0.0,1,1,Upper Middle,213494,1000,4,0,Auto Debit,0,Online Search,4,221842,109078,656,1,0,12,850.01,70.83416666666666,0.0,0.0,0.08333333333333333,1.0,850.01,2.1166737889558784,new,0.0,42.5,0.1,5,0.7945491227109597,646.01,1350.0086075070772,1350.0086075070772,646.01,1350.0086075070772,0
500376,CUST000376,2021,2021-02-10,2021-03-31,Home,CA,A,90001,50.05,N,Premium,Masonry,Shingle,1795,1,54,0,65,0,A,Independent,3051.86,3221.57,213.63,366.22,209.33,611108,7287.37,1,1.042,1.0,12,0,0,0,0.0726,New,5447.37,0,1,Middle,611108,2000,3,0,Bank Transfer,4,Online Search,6,651313,85047,755,1,4,12,3051.86,254.3216666666667,0.08333333333333333,0.0,0.0,1.0,3051.86,-1.1878102786560851,new,5447.37,152.59,0.1,5,0.612728481528578,-3127.95,-3722.370159022539,-3722.370159022539,-3127.95,-3722.370159022539,0
500377,CUST000377,2021,2021-11-11,2022-02-28,Home,NY,D,14604,32.1,Y,Standard,Mixed,Metal,2288,1,18,0,57,1,B,Online,3661.62,3283.06,256.31,73.23,236.77,1179072,0.0,0,0.868,1.0,12,0,0,1,0.109,New,0.0,0,1,High,1179072,5000,4,0,Auto Debit,7,Online Search,6,1252683,154582,684,1,7,12,3661.62,305.135,0.0,0.0,0.0,1.0,3661.62,-2.34324710768634,new,0.0,183.08,0.1,5,0.722235871730054,3149.0,5285.858190530496,5285.858190530496,3149.0,5285.858190530496,1
500378,CUST000378,2021,2021-11-19,2022-03-31,Condo,TX,A,73301,40.19,Y,Standard,Masonry,Shingle,847,2,9,1,48,2,B,Online,505.98,474.25,35.42,10.12,94.77,115919,0.0,0,0.948,1.0,12,0,1,1,0.1171,New,0.0,1,1,Middle,115919,1000,5,0,Credit Card,5,Partner Referral,7,120000,77214,696,1,5,12,505.98,42.165,0.0,0.0,0.08333333333333333,1.0,505.98,0.19094574057211977,new,0.0,25.3,0.1,5,0.8088142198273346,435.14,948.9002085749539,948.9002085749539,435.14,948.9002085749539,0
500379,CUST000379,2021,2021-03-02,2021-04-30,Home,FL,A,33101,65.01,Y,Standard,Frame,Metal,1478,2,20,1,39,1,C,Direct,2526.07,2520.95,214.72,75.78,185.67,370368,0.0,0,1.011,1.0,12,0,0,1,0.0709,New,0.0,1,1,Middle,370368,1000,3,0,Bank Transfer,12,Agent Referral,2,415417,80249,656,1,12,12,2526.07,210.50583333333336,0.0,0.0,0.08333333333333333,1.0,2526.07,-2.505073527165142,new,0.0,126.3,0.1,5,0.5084987495473938,2109.27,1775.0080933513095,1775.0080933513095,2109.27,1775.0080933513095,0
500380,CUST000380,2021,2021-06-02,2021-12-31,Condo,CA,C,92101,41.42,N,Premium,Frame,Metal,1199,1,24,1,42,0,C,Independent,1792.46,1663.52,125.47,215.1,152.66,392532,0.0,0,0.917,1.0,12,1,0,0,0.0959,New,0.0,0,1,Middle,392532,2000,4,0,Auto Debit,0,Partner Referral,7,428535,56531,653,1,0,12,1792.46,149.37166666666667,0.0,0.0,0.0,1.0,1792.46,0.3527721600509216,new,0.0,89.62,0.1,5,0.7503905032113898,1362.27,2491.9752127070246,2491.9752127070246,1362.27,2491.9752127070246,0
500381,CUST000381,2021,2021-04-09,2021-08-31,Rental,TX,B,79901,41.96,N,Standard,Mixed,Shingle,1583,1,12,1,52,1,B,Online,890.19,789.22,62.31,17.8,112.06,211958,0.0,0,0.901,1.0,12,0,0,0,0.0625,New,0.0,1,1,Low,211958,1000,5,0,Auto Debit,2,Partner Referral,8,262513,38750,728,1,2,12,890.19,74.1825,0.0,0.0,0.08333333333333333,1.0,890.19,1.3463825696023748,new,0.0,44.51,0.1,5,0.8414350352825494,765.5700000000002,1838.8639324376143,1838.8639324376143,765.5700000000002,1838.8639324376143,0
500382,CUST000382,2021,2021-09-02,2022-03-31,Home,TX,B,79901,29.37,Y,Premium,Mixed,Metal,1391,1,21,0,46,0,C,Broker,793.69,802.88,55.56,119.05,107.72,205091,0.0,0,1.007,1.0,12,1,0,0,0.0586,New,0.0,1,1,Middle,205091,500,5,0,Auto Debit,2,Online Search,4,203918,59907,668,1,2,12,793.69,66.14083333333333,0.0,0.0,0.08333333333333333,1.0,793.69,1.3463825696023748,new,0.0,39.68,0.1,5,0.8603787936464037,579.4000000000002,1471.366269868827,1471.366269868827,579.4000000000002,1471.366269868827,0
500383,CUST000383,2021,2021-03-22,2021-12-31,Home,CA,B,92101,31.77,Y,Standard,Masonry,Metal,1867,3,28,0,64,0,A,Broker,2676.89,2288.0,187.38,401.53,192.46,790224,0.0,0,0.876,1.0,12,0,0,0,0.0761,New,0.0,1,1,Upper Middle,790224,2500,4,0,Credit Card,2,Email Campaign,8,835982,107505,740,1,2,12,2676.89,223.07416666666666,0.0,0.0,0.08333333333333333,1.0,2676.89,1.3463825696023748,new,0.0,133.84,0.1,5,0.8279571779589202,1954.1399999999996,4510.56853168016,4510.56853168016,1954.1399999999996,4510.56853168016,0
500384,CUST000384,2021,2021-03-21,2021-03-31,Condo,CA,B,94105,47.48,Y,Standard,Frame,Tile,1818,1,33,1,40,1,A,Direct,2983.4,3140.19,208.84,89.5,206.25,746606,0.0,0,1.042,1.0,12,0,1,0,0.1366,New,0.0,1,1,Upper Middle,746606,2000,5,0,Bank Transfer,0,Online Search,8,752478,127101,759,1,0,12,2983.4,248.61666666666667,0.0,0.0,0.08333333333333333,1.0,2983.4,2.1166737889558784,new,0.0,149.17,0.1,5,0.8305061888881029,2535.89,5897.683777544442,5897.683777544442,2535.89,5897.683777544442,1
500385,CUST000385,2021,2021-08-02,2022-02-28,Home,WA,D,98004,11.47,N,Premium,Masonry,Shingle,1860,1,17,0,63,0,B,Independent,1511.65,1584.16,105.82,181.4,140.02,552815,0.0,0,1.041,1.0,12,1,0,0,0.0591,New,0.0,1,1,Low,552815,1000,4,0,Auto Debit,0,Social Media,10,632671,48942,698,1,0,12,1511.65,125.97083333333335,0.0,0.0,0.08333333333333333,1.0,1511.65,2.1166737889558784,new,0.0,75.58,0.1,5,0.8734216992092654,1148.8500000000001,3030.888880785998,3030.888880785998,1148.8500000000001,3030.888880785998,0
500386,CUST000386,2021,2021-01-14,2021-11-30,Home,WA,B,98501,32.38,Y,Standard,Mixed,Shingle,2418,2,49,1,51,0,B,Broker,2283.5,2281.61,159.84,342.52,174.76,595688,40721.44,1,0.984,1.0,12,0,1,0,0.0833,New,40261.44,1,1,Middle,595688,500,4,0,Debit Card,1,Partner Referral,10,617523,50249,693,1,1,12,2283.5,190.29166666666666,0.08333333333333333,0.0,0.08333333333333333,1.0,2283.5,1.7315281792791266,new,40261.44,114.18,0.1,5,0.6800460924579002,-38594.479999999996,-56853.353152784715,-56853.353152784715,-38594.479999999996,-56853.353152784715,0
500387,CUST000387,2021,2021-09-25,2021-09-30,Home,TX,B,78701,14.53,Y,Premium,Masonry,Tile,1142,3,22,1,42,0,B,Broker,703.6,677.99,49.25,105.54,103.66,220906,6776.56,1,0.983,1.0,12,1,1,0,0.0857,New,5856.56,0,1,High,220906,1000,4,1,Auto Debit,0,Online Search,6,198094,173885,728,1,0,12,703.6,58.63333333333333,0.08333333333333333,0.08333333333333333,0.0,1.0,703.6,-1.0413603013178399,new,5856.56,35.18,0.1,5,0.35,-5342.93,-2485.235975725469,-2485.235975725469,-5342.93,-2485.235975725469,0
500388,CUST000388,2021,2021-01-08,2021-01-31,Rental,FL,A,33301,72.27,Y,Basic,Frame,Shingle,1440,1,10,1,38,0,B,Independent,2345.11,2377.58,199.33,281.41,177.53,290133,0.0,0,1.037,1.0,12,0,0,0,0.0527,New,0.0,1,1,Upper Middle,290133,1000,4,0,Auto Debit,1,Aggregator,3,365940,111564,692,1,1,12,2345.11,195.42583333333334,0.0,0.0,0.08333333333333333,1.0,2345.11,1.7315281792791266,new,0.0,117.26,0.1,5,0.8989393249847484,1747.1100000000001,4964.142554993366,4964.142554993366,1747.1100000000001,4964.142554993366,0
500389,CUST000389,2021,2021-02-07,2021-12-31,Home,TX,B,78701,23.33,N,Basic,Masonry,Metal,2211,1,18,0,42,1,B,Broker,742.88,716.9,52.0,111.43,105.43,228395,0.0,0,0.934,1.0,12,0,0,0,0.0877,New,0.0,1,1,Middle,228395,2000,5,0,Auto Debit,2,Social Media,10,325357,88962,704,1,2,12,742.88,61.906666666666666,0.0,0.0,0.08333333333333333,1.0,742.88,1.3463825696023748,new,0.0,37.14,0.1,5,0.8550686281442799,542.3100000000001,1355.8978640452153,1355.8978640452153,542.3100000000001,1355.8978640452153,0
500390,CUST000390,2021,2021-12-20,2022-08-31,Home,FL,A,33101,45.82,N,Basic,Masonry,Shingle,2139,2,13,1,25,0,B,Independent,2497.49,2327.76,212.29,299.7,184.39,381336,42794.07,3,0.948,1.0,12,0,0,0,0.0862,New,37274.07,1,1,Middle,381336,2000,3,0,Auto Debit,0,Social Media,8,543848,69129,700,1,0,12,2497.49,208.12416666666664,0.25,0.0,0.08333333333333333,1.0,2497.49,2.1166737889558784,new,37274.07,124.87,0.1,5,0.4627202121173515,-35413.44,-25374.541820958304,-25374.541820958304,-35413.44,-25374.541820958304,0
500391,CUST000391,2021,2021-06-09,2022-02-28,Home,CA,C,92101,59.09,N,Premium,Frame,Tile,1435,1,26,1,75,1,D,Broker,3776.38,3480.68,264.35,566.46,241.94,573280,0.0,0,0.92,1.0,12,1,0,1,0.0805,New,0.0,1,1,Middle,573280,2000,3,1,Credit Card,6,Partner Referral,8,592084,61320,588,1,6,12,3776.38,314.6983333333333,0.0,0.08333333333333333,0.08333333333333333,1.0,3776.38,-1.5883323304733934,new,0.0,188.82,0.1,5,0.696304468087692,2756.75,4271.659909661189,4271.659909661189,2756.75,4271.659909661189,0
500392,CUST000392,2021,2021-06-14,2021-10-31,Home,TX,C,77001,45.63,Y,Basic,Mixed,Shingle,2810,2,25,0,41,1,A,Direct,1458.77,1435.61,102.11,43.76,137.64,359288,0.0,0,0.959,1.0,12,1,0,0,0.1088,New,0.0,1,1,High,359288,2000,4,0,Credit Card,1,Aggregator,2,440920,176184,739,1,1,12,1458.77,121.56416666666667,0.0,0.0,0.08333333333333333,1.0,1458.77,1.7315281792791266,new,0.0,72.94,0.1,5,0.7535730507309657,1239.96,2290.2600811152515,2290.2600811152515,1239.96,2290.2600811152515,0
